,city,driver_count,type,date,fare,ride_id
1316,Antoniomouth,21,Urban,4/18/16 21:10,18.17,5.10014E+11
1317,Antoniomouth,21,Urban,10/25/16 15:12,40.92,5.14702E+12
1318,Antoniomouth,21,Urban,4/28/16 12:43,11.39,6.09551E+12
1319,Antoniomouth,21,Urban,8/2/16 10:31,27.67,9.79028E+12
1320,Antoniomouth,21,Urban,3/17/16 9:02,28.55,3.16292E+12
1321,Antoniomouth,21,Urban,11/16/16 20:22,10.26,1.81171E+11
1322,Antoniomouth,21,Urban,5/28/16 5:23,18.56,4.80089E+12
1323,Antoniomouth,21,Urban,10/5/16 21:29,25.79,3.56261E+12
1324,Antoniomouth,21,Urban,3/13/16 19:52,41.44,8.15223E+12
1325,Antoniomouth,21,Urban,2/11/16 19:28,35.05,8.7307E+12
1326,Antoniomouth,21,Urban,1/8/16 2:19,43.26,6.27457E+12
1327,Antoniomouth,21,Urban,6/27/16 11:53,19.91,5.73805E+12
1328,Antoniomouth,21,Urban,7/31/16 19:23,10.44,7.49986E+12
1329,Antoniomouth,21,Urban,1/23/16 9:02,39.87,4.75421E+12
1330,Antoniomouth,21,Urban,5/5/16 18:12,14.46,7.44681E+12
1331,Antoniomouth,21,Urban,3/9/16 8:07,31.2,1.71206E+12
1064,Aprilchester,49,Urban,5/11/16 7:04,20.29,1.08169E+12
1065,Aprilchester,49,Urban,2/20/16 19:30,27.84,3.7028E+12
1066,Aprilchester,49,Urban,10/4/16 14:22,19.92,6.78722E+12
1067,Aprilchester,49,Urban,8/6/16 7:30,14.91,3.70291E+12
1068,Aprilchester,49,Urban,2/20/16 15:43,15.39,5.47946E+12
1069,Aprilchester,49,Urban,6/3/16 6:18,36.62,5.99111E+12
1070,Aprilchester,49,Urban,2/21/16 9:13,27.07,9.57786E+12
1071,Aprilchester,49,Urban,1/19/16 19:44,9.84,1.85183E+11
1072,Aprilchester,49,Urban,8/8/16 10:15,13.05,4.8796E+12
1073,Aprilchester,49,Urban,9/7/16 22:49,7.97,3.96468E+12
1074,Aprilchester,49,Urban,10/7/16 21:35,43.31,5.05696E+12
1075,Aprilchester,49,Urban,10/14/16 13:03,17.94,6.49943E+12
1076,Aprilchester,49,Urban,3/19/16 4:20,25.69,4.17254E+12
1077,Aprilchester,49,Urban,4/4/16 13:08,24.26,1.4885E+12
1078,Aprilchester,49,Urban,5/31/16 14:41,39.53,2.40273E+12
1079,Aprilchester,49,Urban,10/24/16 20:16,32.42,5.57355E+12
1080,Aprilchester,49,Urban,6/29/16 11:22,9.1,6.46673E+12
1081,Aprilchester,49,Urban,5/16/16 2:36,18.11,5.41706E+12
1082,Aprilchester,49,Urban,8/17/16 21:24,14.39,4.49094E+12
617,Arnoldview,41,Urban,3/24/16 5:50,38.73,9.90935E+12
618,Arnoldview,41,Urban,3/29/16 20:04,32.63,8.17204E+12
619,Arnoldview,41,Urban,2/14/16 2:12,34.2,5.94927E+12
620,Arnoldview,41,Urban,7/12/16 4:33,30.88,5.64769E+11
621,Arnoldview,41,Urban,1/12/16 1:10,35.07,9.0292E+12
622,Arnoldview,41,Urban,11/18/16 12:47,4.92,8.53474E+12
623,Arnoldview,41,Urban,6/30/16 21:18,36.65,1.72714E+12
624,Arnoldview,41,Urban,9/18/16 10:09,37.37,2.40325E+12
625,Arnoldview,41,Urban,5/17/16 16:41,17.7,5.25631E+12
626,Arnoldview,41,Urban,4/8/16 4:59,6.7,2.43463E+12
627,Arnoldview,41,Urban,3/23/16 6:59,21.61,5.90313E+11
628,Arnoldview,41,Urban,11/20/16 2:14,19.44,8.43432E+12
629,Arnoldview,41,Urban,8/15/16 4:42,9.53,2.87481E+12
630,Arnoldview,41,Urban,8/17/16 11:57,21.78,6.04268E+12
631,Arnoldview,41,Urban,1/11/16 9:47,43.75,4.48691E+12
632,Arnoldview,41,Urban,2/8/16 22:37,22.88,2.42598E+12
633,Arnoldview,41,Urban,2/6/16 7:18,41.75,9.52746E+12
634,Arnoldview,41,Urban,6/24/16 18:59,21.61,4.13848E+12
635,Arnoldview,41,Urban,11/30/16 4:23,30.67,3.14106E+12
636,Arnoldview,41,Urban,9/4/16 7:46,41.38,6.51364E+12
637,Arnoldview,41,Urban,6/5/16 11:38,16.7,4.44559E+12
638,Arnoldview,41,Urban,3/31/16 17:49,41.28,3.24029E+12
639,Arnoldview,41,Urban,3/25/16 6:12,13.48,1.94178E+12
640,Arnoldview,41,Urban,9/6/16 18:04,5.44,8.14702E+12
641,Arnoldview,41,Urban,10/5/16 3:25,10.48,6.33162E+12
642,Arnoldview,41,Urban,8/4/16 11:44,29.49,9.82226E+12
643,Arnoldview,41,Urban,4/2/16 23:42,39.53,1.05109E+12
644,Arnoldview,41,Urban,2/25/16 3:28,6.45,4.44202E+12
645,Arnoldview,41,Urban,7/31/16 18:16,10.74,5.70208E+12
646,Arnoldview,41,Urban,1/30/16 11:19,22.23,5.83852E+12
647,Arnoldview,41,Urban,6/8/16 14:23,33.23,2.5619E+12
2188,Campbellport,26,Suburban,3/2/16 9:59,41.53,5.95697E+12
2189,Campbellport,26,Suburban,3/30/16 5:26,47.2,3.82203E+12
2190,Campbellport,26,Suburban,11/17/16 7:00,24.17,9.07715E+12
2191,Campbellport,26,Suburban,6/15/16 20:20,46.98,6.39061E+12
2192,Campbellport,26,Suburban,2/1/16 21:28,40.34,2.6563E+12
2193,Campbellport,26,Suburban,1/5/16 14:05,25.05,8.33022E+12
2194,Campbellport,26,Suburban,10/6/16 8:51,46.45,3.13604E+12
2195,Campbellport,26,Suburban,11/30/16 16:00,20.34,7.51995E+12
2196,Campbellport,26,Suburban,7/27/16 23:38,31.53,5.66635E+12
2197,Campbellport,26,Suburban,9/16/16 9:30,41.36,2.32585E+12
2198,Campbellport,26,Suburban,10/21/16 18:00,41.07,4.76026E+12
2199,Campbellport,26,Suburban,6/5/16 13:59,23.22,9.00832E+12
2200,Campbellport,26,Suburban,2/25/16 20:39,20.55,1.95272E+12
2201,Campbellport,26,Suburban,8/15/16 22:27,22.95,7.91778E+12
2202,Campbellport,26,Suburban,9/29/16 18:39,32.93,8.56081E+12
1625,Carrollbury,4,Suburban,5/9/16 3:12,25,4.85796E+11
1626,Carrollbury,4,Suburban,6/9/16 5:04,49.47,6.17205E+11
1627,Carrollbury,4,Suburban,5/20/16 6:12,35.33,73368831241
1628,Carrollbury,4,Suburban,3/21/16 17:31,20.26,7.94805E+12
1629,Carrollbury,4,Suburban,8/20/16 11:20,46.67,4.78609E+12
1630,Carrollbury,4,Suburban,9/20/16 11:00,44.22,6.45956E+12
1631,Carrollbury,4,Suburban,10/27/16 0:24,34.9,8.69975E+12
1632,Carrollbury,4,Suburban,5/24/16 3:40,47.88,1.28823E+12
1633,Carrollbury,4,Suburban,3/20/16 0:10,24.36,7.99283E+12
1634,Carrollbury,4,Suburban,11/20/16 14:55,37.97,4.39528E+12
295,Carrollfort,55,Urban,6/24/16 20:11,6.45,1.09268E+12
296,Carrollfort,55,Urban,1/2/16 18:46,40.84,3.71412E+12
297,Carrollfort,55,Urban,3/7/16 22:54,16.4,2.23499E+12
298,Carrollfort,55,Urban,10/9/16 8:58,4.56,9.53778E+11
299,Carrollfort,55,Urban,8/24/16 5:23,44.26,2.31182E+12
300,Carrollfort,55,Urban,1/24/16 13:10,7.15,4.13826E+12
301,Carrollfort,55,Urban,4/10/16 7:24,18.01,2.93604E+12
302,Carrollfort,55,Urban,11/29/16 19:04,23.59,9.66186E+12
303,Carrollfort,55,Urban,1/13/16 0:26,44.75,5.16843E+11
304,Carrollfort,55,Urban,7/3/16 15:44,23.26,5.79872E+12
305,Carrollfort,55,Urban,11/22/16 11:14,39.24,1.9185E+12
306,Carrollfort,55,Urban,3/22/16 7:16,18.82,1.39057E+12
307,Carrollfort,55,Urban,2/27/16 18:37,44.51,9.34974E+12
308,Carrollfort,55,Urban,8/1/16 22:20,37.35,9.89081E+11
309,Carrollfort,55,Urban,7/26/16 19:41,32.92,6.90354E+12
310,Carrollfort,55,Urban,4/22/16 0:17,14.59,3.3015E+12
311,Carrollfort,55,Urban,2/27/16 5:17,43.82,3.75465E+12
312,Carrollfort,55,Urban,11/1/16 11:32,6.27,9.47118E+12
313,Carrollfort,55,Urban,11/20/16 12:58,41.18,7.88775E+12
314,Carrollfort,55,Urban,3/11/16 18:01,28.69,5.40076E+12
315,Carrollfort,55,Urban,4/29/16 16:44,8.07,5.80553E+12
316,Carrollfort,55,Urban,7/23/16 15:02,26.49,9.99672E+12
317,Carrollfort,55,Urban,10/19/16 2:21,24.94,2.42864E+12
318,Carrollfort,55,Urban,7/28/16 16:00,30.69,7.833E+12
319,Carrollfort,55,Urban,5/16/16 18:01,21.78,8.71646E+12
320,Carrollfort,55,Urban,7/9/16 22:55,24.16,2.35645E+12
321,Carrollfort,55,Urban,1/13/16 13:03,29.2,4.80786E+12
322,Carrollfort,55,Urban,7/20/16 14:53,21.72,9.95438E+12
323,Carrollfort,55,Urban,10/1/16 4:18,12.76,2.38579E+12
2234,Clarkstad,21,Suburban,7/15/16 16:34,44.96,5.85847E+12
2235,Clarkstad,21,Suburban,6/20/16 22:14,15.69,8.07174E+12
2236,Clarkstad,21,Suburban,8/14/16 21:01,34.01,4.18063E+12
2237,Clarkstad,21,Suburban,6/23/16 10:01,18.12,8.61807E+12
2238,Clarkstad,21,Suburban,5/13/16 0:04,30.18,9.73878E+12
2239,Clarkstad,21,Suburban,8/8/16 20:18,32.14,8.34815E+12
2240,Clarkstad,21,Suburban,11/11/16 13:40,21.89,6.27853E+12
2241,Clarkstad,21,Suburban,6/5/16 17:26,41.99,9.18971E+11
2242,Clarkstad,21,Suburban,1/5/16 19:46,36.58,6.18251E+12
2243,Clarkstad,21,Suburban,9/28/16 5:16,42.58,5.68734E+12
2244,Clarkstad,21,Suburban,5/23/16 15:09,21.7,7.36254E+12
2245,Clarkstad,21,Suburban,6/11/16 19:21,32.78,8.94722E+12
2109,Conwaymouth,18,Suburban,10/14/16 3:11,46.57,7.7273E+11
2110,Conwaymouth,18,Suburban,9/29/16 22:24,43.1,3.9208E+11
2111,Conwaymouth,18,Suburban,4/14/16 11:33,15.59,3.95537E+12
2112,Conwaymouth,18,Suburban,2/2/16 5:02,33.01,5.96763E+12
2113,Conwaymouth,18,Suburban,6/1/16 5:46,12.72,3.51564E+12
2114,Conwaymouth,18,Suburban,6/7/16 9:41,34.14,6.46235E+12
2115,Conwaymouth,18,Suburban,4/29/16 12:06,46.07,3.45848E+11
2116,Conwaymouth,18,Suburban,11/24/16 2:48,45.62,2.51798E+12
2117,Conwaymouth,18,Suburban,2/10/16 23:15,29.57,5.43485E+12
2118,Conwaymouth,18,Suburban,11/30/16 20:07,48.45,8.9958E+12
2119,Conwaymouth,18,Suburban,4/2/16 18:40,25.67,9.94786E+12
1392,Davidtown,73,Urban,10/12/16 17:56,24.65,9.38298E+12
1393,Davidtown,73,Urban,8/7/16 11:22,35.99,8.75929E+12
1394,Davidtown,73,Urban,10/13/16 23:41,10.56,2.83368E+12
1395,Davidtown,73,Urban,7/3/16 17:33,17.6,9.77577E+12
1396,Davidtown,73,Urban,10/18/16 12:27,14.48,8.26782E+12
1397,Davidtown,73,Urban,11/10/16 7:19,11.83,9.95828E+11
1398,Davidtown,73,Urban,5/29/16 18:55,34.22,5.08799E+12
1399,Davidtown,73,Urban,2/3/16 18:31,22.05,8.24512E+12
1400,Davidtown,73,Urban,9/25/16 8:12,8.7,4.89662E+12
1401,Davidtown,73,Urban,6/26/16 7:05,17.1,3.81464E+12
1402,Davidtown,73,Urban,4/1/16 17:47,38.12,1.92984E+12
1403,Davidtown,73,Urban,9/20/16 16:34,35.57,3.28083E+12
1404,Davidtown,73,Urban,10/20/16 9:56,26.56,2.10104E+12
1405,Davidtown,73,Urban,5/21/16 16:42,33.58,9.18185E+12
1406,Davidtown,73,Urban,11/4/16 10:20,15.6,8.52964E+12
1407,Davidtown,73,Urban,8/2/16 4:52,29.79,3.80115E+12
1408,Davidtown,73,Urban,3/16/16 15:08,33.11,5.48239E+12
1409,Davidtown,73,Urban,7/20/16 8:29,22,2.54659E+12
1410,Davidtown,73,Urban,1/1/16 23:43,8.2,7.76609E+12
1411,Davidtown,73,Urban,2/20/16 16:27,12.64,7.14702E+12
1412,Davidtown,73,Urban,4/12/16 21:45,30.19,9.02392E+12
1523,Davistown,25,Urban,8/31/16 20:43,34.77,2.56096E+12
1524,Davistown,25,Urban,2/29/16 22:39,15.58,2.60513E+12
1525,Davistown,25,Urban,5/26/16 20:42,12.96,3.74998E+12
1526,Davistown,25,Urban,6/7/16 18:54,22.35,7.31247E+12
1527,Davistown,25,Urban,1/14/16 6:15,7.61,9.21006E+12
1528,Davistown,25,Urban,4/26/16 3:20,17.22,7.89359E+12
1529,Davistown,25,Urban,4/10/16 11:11,4.36,74296958741
1530,Davistown,25,Urban,2/9/16 6:40,29.58,6.52193E+12
1531,Davistown,25,Urban,1/26/16 20:57,18.24,4.20989E+12
1532,Davistown,25,Urban,7/23/16 22:14,24.76,6.21989E+12
1533,Davistown,25,Urban,4/29/16 11:46,8.47,5.94776E+12
1534,Davistown,25,Urban,6/4/16 18:13,35.48,9.63655E+12
1535,Davistown,25,Urban,6/14/16 16:04,36.5,3.852E+12
1536,Davistown,25,Urban,9/19/16 9:09,35.84,4.98986E+11
1537,Davistown,25,Urban,1/16/16 10:44,5.12,4.86759E+12
1538,Davistown,25,Urban,7/18/16 16:45,12.81,1.64957E+12
1539,Davistown,25,Urban,1/15/16 9:12,21.64,3.78952E+12
1540,Davistown,25,Urban,11/6/16 12:05,11.02,9.15125E+11
1541,Davistown,25,Urban,7/11/16 16:00,16.4,6.64869E+11
1542,Davistown,25,Urban,5/31/16 17:59,8.51,5.19962E+11
1543,Davistown,25,Urban,2/20/16 4:23,30.68,9.05354E+11
1544,Davistown,25,Urban,3/13/16 10:22,39.05,5.98678E+12
1545,Davistown,25,Urban,4/26/16 21:16,38.1,1.93947E+12
1546,Davistown,25,Urban,10/10/16 6:48,33.06,9.12429E+12
1547,Davistown,25,Urban,4/11/16 20:10,17.32,8.39341E+12
2023,East Cherylfurt,9,Suburban,8/2/16 14:26,36.94,6.77634E+12
2024,East Cherylfurt,9,Suburban,3/17/16 3:20,20.09,2.48591E+12
2025,East Cherylfurt,9,Suburban,4/15/16 23:16,20.2,1.769E+12
2026,East Cherylfurt,9,Suburban,5/2/16 5:19,31.67,5.63548E+12
2027,East Cherylfurt,9,Suburban,3/27/16 15:05,43.78,2.4252E+12
2028,East Cherylfurt,9,Suburban,9/30/16 4:50,27.26,4.04121E+12
2029,East Cherylfurt,9,Suburban,10/8/16 18:59,45.34,1.97596E+12
2030,East Cherylfurt,9,Suburban,11/30/16 11:34,29.88,3.01589E+12
2031,East Cherylfurt,9,Suburban,4/5/16 9:38,33.16,4.7884E+12
2032,East Cherylfurt,9,Suburban,10/20/16 2:48,25.35,7.46723E+12
2033,East Cherylfurt,9,Suburban,5/27/16 3:20,33.86,1.66023E+12
2034,East Cherylfurt,9,Suburban,2/10/16 8:01,42.62,5.20744E+11
2035,East Cherylfurt,9,Suburban,4/12/16 15:15,18.26,9.19382E+12
54,East Douglas,12,Urban,10/1/16 19:07,16.36,8.45034E+12
55,East Douglas,12,Urban,7/19/16 7:42,11.24,8.56623E+12
56,East Douglas,12,Urban,9/20/16 2:40,23.26,8.25335E+11
57,East Douglas,12,Urban,4/2/16 13:49,28.17,3.8006E+12
58,East Douglas,12,Urban,10/19/16 20:25,28.18,6.20441E+12
59,East Douglas,12,Urban,9/19/16 9:23,34.17,8.61277E+12
60,East Douglas,12,Urban,2/10/16 3:30,33.08,3.35726E+12
61,East Douglas,12,Urban,8/21/16 22:32,7.9,4.78876E+12
62,East Douglas,12,Urban,11/14/16 13:10,22.83,4.91669E+12
63,East Douglas,12,Urban,9/29/16 14:23,21.49,9.99138E+12
64,East Douglas,12,Urban,4/20/16 22:39,29.35,3.95301E+12
65,East Douglas,12,Urban,7/21/16 23:45,26.63,3.48552E+12
66,East Douglas,12,Urban,11/10/16 16:06,17.92,1.58031E+12
67,East Douglas,12,Urban,6/18/16 6:57,22.04,8.7043E+12
68,East Douglas,12,Urban,9/8/16 4:35,33.49,4.53818E+12
69,East Douglas,12,Urban,9/3/16 11:29,39.24,5.94788E+11
70,East Douglas,12,Urban,11/20/16 15:55,44.07,2.21625E+12
71,East Douglas,12,Urban,1/14/16 15:35,32.56,4.9822E+12
72,East Douglas,12,Urban,3/1/16 17:52,20.27,1.10442E+12
73,East Douglas,12,Urban,3/4/16 15:34,43.62,8.27116E+12
74,East Douglas,12,Urban,5/21/16 9:59,11.48,5.77914E+11
75,East Douglas,12,Urban,8/1/16 1:21,28.37,4.5891E+12
1152,East Erin,43,Urban,11/3/16 1:03,7.51,4.74424E+12
1153,East Erin,43,Urban,10/4/16 10:31,32.35,3.96388E+12
1154,East Erin,43,Urban,10/6/16 18:54,36.97,9.19904E+12
1155,East Erin,43,Urban,2/15/16 16:23,40.94,8.04125E+12
1156,East Erin,43,Urban,6/3/16 19:16,7.84,7.26159E+12
1157,East Erin,43,Urban,7/1/16 20:56,19.79,6.31019E+12
1158,East Erin,43,Urban,8/7/16 6:28,12.56,3.37615E+12
1159,East Erin,43,Urban,9/25/16 7:45,27.75,9.26182E+12
1160,East Erin,43,Urban,1/16/16 18:15,11.35,1.24955E+12
1161,East Erin,43,Urban,9/28/16 7:41,33.5,8.24913E+11
1162,East Erin,43,Urban,9/27/16 18:13,28.95,1.38212E+12
1163,East Erin,43,Urban,8/8/16 19:41,39.79,2.02958E+12
1164,East Erin,43,Urban,11/17/16 19:02,33.87,7.4924E+12
1165,East Erin,43,Urban,2/10/16 8:43,19.01,9.7511E+12
1166,East Erin,43,Urban,11/28/16 5:38,7.32,2.43124E+12
1167,East Erin,43,Urban,1/9/16 0:18,44.82,3.06962E+12
1168,East Erin,43,Urban,1/20/16 8:01,9.85,6.40454E+12
1169,East Erin,43,Urban,2/28/16 5:52,38.82,4.13446E+12
1170,East Erin,43,Urban,11/5/16 22:54,20.02,5.94616E+12
1171,East Erin,43,Urban,9/5/16 0:50,44.96,5.1716E+12
1172,East Erin,43,Urban,8/10/16 6:20,31.07,6.62306E+12
1173,East Erin,43,Urban,8/27/16 20:23,24.66,8.70487E+12
1174,East Erin,43,Urban,2/4/16 9:29,15.57,75841830079
1175,East Erin,43,Urban,9/23/16 10:01,39.33,6.26749E+12
1176,East Erin,43,Urban,9/8/16 17:48,23.31,6.03677E+12
1177,East Erin,43,Urban,9/27/16 12:31,12.01,9.27778E+12
1178,East Erin,43,Urban,5/18/16 20:48,12.13,1.26622E+12
1179,East Erin,43,Urban,4/30/16 11:04,9.34,6.03778E+12
1688,East Jenniferchester,22,Suburban,1/30/16 9:35,22.29,8.4954E+12
1689,East Jenniferchester,22,Suburban,4/22/16 0:41,37.62,6.19742E+12
1690,East Jenniferchester,22,Suburban,6/13/16 19:28,15.6,5.58277E+12
1691,East Jenniferchester,22,Suburban,7/14/16 15:33,34.73,4.81043E+12
1692,East Jenniferchester,22,Suburban,11/21/16 17:26,39.17,9.39427E+12
1693,East Jenniferchester,22,Suburban,1/9/16 8:16,19.43,3.14054E+12
1694,East Jenniferchester,22,Suburban,2/5/16 6:13,48.65,5.25078E+12
1695,East Jenniferchester,22,Suburban,2/12/16 23:17,49.09,8.68804E+12
1696,East Jenniferchester,22,Suburban,4/9/16 8:41,27.93,5.7346E+12
1697,East Jenniferchester,22,Suburban,7/20/16 14:28,30.19,9.30089E+12
1698,East Jenniferchester,22,Suburban,10/27/16 19:36,19.58,6.24035E+12
1699,East Jenniferchester,22,Suburban,11/30/16 7:07,25.89,1.28267E+12
1700,East Jenniferchester,22,Suburban,5/6/16 20:54,43.27,6.36391E+12
1701,East Jenniferchester,22,Suburban,8/16/16 9:38,48.79,3.37933E+12
1702,East Jenniferchester,22,Suburban,6/25/16 20:08,37.1,1.27571E+12
1703,East Jenniferchester,22,Suburban,7/26/16 1:44,46.71,9.93654E+12
1704,East Jenniferchester,22,Suburban,4/11/16 9:46,28.66,8.22256E+12
1705,East Jenniferchester,22,Suburban,10/2/16 8:26,19.26,4.1591E+12
1706,East Jenniferchester,22,Suburban,1/28/16 21:29,25.43,5.27374E+12
2376,East Leslie,9,Rural,4/21/16 18:44,19.26,5.83611E+12
2377,East Leslie,9,Rural,4/13/16 4:30,40.47,7.07506E+12
2378,East Leslie,9,Rural,4/26/16 2:34,45.8,9.40287E+12
2379,East Leslie,9,Rural,4/5/16 18:53,44.78,6.11314E+12
2380,East Leslie,9,Rural,11/13/16 10:21,15.71,7.27599E+12
2381,East Leslie,9,Rural,3/6/16 6:10,51.32,6.84169E+12
2382,East Leslie,9,Rural,3/4/16 10:18,13.43,8.81483E+12
2383,East Leslie,9,Rural,11/28/16 9:09,37.76,8.0483E+11
2384,East Leslie,9,Rural,9/8/16 19:19,30.59,8.21183E+12
2385,East Leslie,9,Rural,3/2/16 22:09,36.61,5.50027E+12
2386,East Leslie,9,Rural,6/22/16 7:45,34.54,6.8495E+11
2366,East Stephen,6,Rural,2/16/16 11:58,22.43,8.11804E+12
2367,East Stephen,6,Rural,7/27/16 9:55,41.64,3.15426E+12
2368,East Stephen,6,Rural,7/11/16 1:21,41.86,1.02343E+12
2369,East Stephen,6,Rural,11/19/16 4:47,43.84,7.36654E+12
2370,East Stephen,6,Rural,5/23/16 12:55,48.49,9.9855E+12
2371,East Stephen,6,Rural,9/30/16 12:57,58.45,2.78602E+12
2372,East Stephen,6,Rural,3/23/16 17:37,28.13,5.54448E+12
2373,East Stephen,6,Rural,8/24/16 1:16,39.71,4.85599E+12
2374,East Stephen,6,Rural,3/14/16 1:46,30.59,9.12114E+12
2375,East Stephen,6,Rural,7/30/16 21:25,35.39,1.10787E+12
2287,East Troybury,3,Rural,2/21/16 6:07,45.12,1.60732E+12
2288,East Troybury,3,Rural,3/4/16 10:49,35.77,9.72538E+12
2289,East Troybury,3,Rural,1/6/16 13:25,59.53,5.27771E+12
2290,East Troybury,3,Rural,2/29/16 7:26,14.01,6.86708E+12
